left_path,right_path,left_class,right_class,distance,cross_label
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\eczema-asteatotic-45.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\eczema-foot-100.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\eczema-leg-1.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\heels-dry-cracked-7.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\levle1_287.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_M1080238-Acne_vulgaris_on_the_forehead_of_a_young_patient.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-cystic-124.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-cystic-56.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-face-12-1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-13.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-50.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_141_176__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_17_aug_143_eczema-subacute-93.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_18_eczema-face-4.jpeg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_448_eczema-subacute-91.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_46_eczema-subacute-77.jpeg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_585_eczema-asteatotic-36.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_760_eczema-nummular-192.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_eczema-fingertips-77.jpeg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_rosacea-1.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\prurigo-nodularis-40.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\tinea-body-105.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\tinea-body-175.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\tinea-body-197.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Moderate\tinea-incognito-35.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-32.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-36.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Severe\eczema-fingertips-104.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-104.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-face-1-16__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_132_acne-cystic-104.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_145_acne-cystic-33.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_27_eczema-foot-54.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_39_aug_108_eczema-asteatotic-31.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_pigmentation_0_1888.jpeg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-131.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_R (32).jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-16.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-16 200904.png,P:\SkinDiseaseDetection ML\Severe\mendeley_Screenshot 2025-11-17 002352.png,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-16 230012.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_123_acne-pustular-69.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-16 230012.png,P:\SkinDiseaseDetection ML\Severe\eczema-fingertips-26.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-16 230036.png,P:\SkinDiseaseDetection ML\Moderate\eczema-asteatotic-45.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-16 230036.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-closed-comedo-6.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-16 230036.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_25_IMG_5773.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-16 230229.png,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-51.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-16 230229.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_11_acne-cystic-51.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-16 230229.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_287_acne-cystic-51.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012224.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-65.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Moderate\eczema-nummular-191.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_316_eczema-foot-91.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_363_eczema-fingertips-111.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_781_eczema-subacute-36.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_792_eczema-foot-91.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Moderate\tinea-incognito-23.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Moderate\tinea-versicolor-109.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-35.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-52.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_126_eczema-subacute-53.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_456_lichen-simplex-chronicus-16.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_50_acne-cystic-51.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_596_eczema-nummular-153.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_82_pigmentation_0_5057.jpeg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_87_aug_126_eczema-subacute-53.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Severe\tinea-body-170.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-118.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012248.png,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-120.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\eczema-fingertips-122.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\eczema-nummular-177.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\eczema-nummular-191.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\eczema-nummular-93.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-cystic-27.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_16_acne-pustular-46.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_209_eczema-subacute-83.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_523_eczema-fingertips-77.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_790_eczema-nummular-177.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_eczema-asteatotic-30.jpeg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\mendeley_eczema-fingertips-111.jpeg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\prurigo-nodularis-5.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\tinea-face-55.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\tinea-scalp-13.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\tinea-scalp-43.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Moderate\tinea-versicolor-109.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\eczema-fingertips-88.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\eczema-subacute-3.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_108_eczema-asteatotic-31.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_11_acne-cystic-33.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_126_eczema-subacute-53.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_156_pigmentation_0_411.jpeg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_206_aug_11_acne-cystic-33.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_238_pigmentation_0_411.jpeg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_47_eczema-fingertips-104.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_50_acne-cystic-51.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_596_eczema-nummular-153.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_603_eczema-nummular-93.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_64_Screenshot 2025-11-16 194848.png,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_72_aug_1219_eczema-subacute-103.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_87_aug_126_eczema-subacute-53.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_967_eczema-trunk-generalized-25.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_eczema-nummular-192.jpeg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\mendeley_pigmentation_0_411.jpeg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-9.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\tinea-beard-2.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\tinea-body-133.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\tinea-body-170.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\tinea-body-200.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\tinea-incognito-36.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\tinea-incognito-44.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-115.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-118.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-127.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_Screenshot 2025-11-17 012742.png,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-128.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\eczema-fingertips-103.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\eczema-leg-19.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\eczema-leg-20.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\eczema-nummular-184.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\eczema-subacute-33.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\eczema-subacute-79.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\eczema-trunk-generalized-2.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\keratolysis-exfoliativa-13.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\levle1_241.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\levle1_242.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\lichen-simplex-chronicus-102.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-42.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_182_acne-pustular-38.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_316_eczema-foot-91.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_363_eczema-fingertips-111.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_495_eczema-trunk-generalized-35.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_51_acne-pustular-54.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_598_eczema-hand-160.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_6_M1080238-Acne_vulgaris_on_the_forehead_of_a_young_patient.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_792_eczema-foot-91.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_85_acne-cystic-27.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_8_acne-pustular-42.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_99_acne-pustular-13.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\mendeley_eczema-nummular-183.jpeg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\neurotic-excoriations-4.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\prurigo-nodularis-7.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\tinea-body-113.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\tinea-body-130.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\tinea-face-55.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\tinea-scalp-13.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Moderate\tinea-scalp-16.jpg,Mild,Moderate,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-35.jpg,Mild,Severe,4,True
P:\SkinDiseaseDetection ML\Mild\mendeley_acne-closed-comedo-12.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-49.jpg,Mild,Severe,4,True
